;country;description;designation;points;price;region_1;taster_name;title;variety;winery
49;France;"['[', ""'Soft"", ""'"", ',', ""'fruity"", ""'"", ',', ""'"", ',', ""'"", ',', ""'generous"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ripe"", ""'"", ',', ""'wine"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'full"", ""'"", ',', ""'juicy"", ""'"", ',', ""'red-cherry"", ""'"", ',', ""'fruits"", ""'"", ',', ""'gentle"", ""'"", ',', ""'tannins"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'richness"", ""'"", ',', ""'"", ',', ""'"", ',', ""'giving"", ""'"", ',', ""'sweet"", ""'"", ',', ""'character"", ""'"", ',', ""'open"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ready-to-drink"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ']']";Eté Indien;86;14.0;Brouilly;Roger Voss;Vignerons de Bel Air 2011 Eté Indien  (Brouilly);Gamay;Vignerons de Bel Air
50;Italy;"['[', ""'This"", ""'"", ',', ""'blend"", ""'"", ',', ""'Nero"", ""'"", ',', '``', ""d'Avola"", ""''"", ',', ""'Syrah"", ""'"", ',', ""'opens"", ""'"", ',', ""'savory"", ""'"", ',', ""'aromas"", ""'"", ',', ""'cured"", ""'"", ',', ""'meat"", ""'"", ',', ""'"", ',', ""'"", ',', ""'dried"", ""'"", ',', ""'berry"", ""'"", ',', ""'"", ',', ""'"", ',', ""'cassis"", ""'"", ',', ""'"", ',', ""'"", ',', ""'tobacco"", ""'"", ',', ""'wet"", ""'"", ',', ""'earth"", ""'"", ',', ""'"", '.', ""'"", ',', ""'There"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'touch"", ""'"", ',', ""'almond"", ""'"", ',', ""'bitterness"", ""'"", ',', ""'finish"", ""'"", ',', ""'"", '.', ""'"", ']']";Scialo;86;;Sicilia;;Viticultori Associati Canicatti 2008 Scialo Red (Sicilia);Red Blend;Viticultori Associati Canicatti
51;Chile;"['[', ""'This"", ""'"", ',', ""'much"", ""'"", ',', ""'different"", ""'"", ',', ""'Casa"", ""'"", ',', ""'Silva"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'2009"", ""'"", ',', ""'Petit"", ""'"", ',', ""'Verdot"", ""'"", ',', ""'"", ',', ""'"", ',', ""'tasted"", ""'"", ',', ""'flight"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', '``', ""'08"", ""''"", ',', ""'hard"", ""'"", ',', ""'"", ',', ""'"", ',', ""'spicy"", ""'"", ',', ""'tarry"", ""'"", ',', ""'"", ',', ""'"", ',', ""'leafy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'herbal"", ""'"", ',', ""'aroma"", ""'"", ',', ""'"", ',', ""'"", ',', ""'plus"", ""'"", ',', ""'grittiness"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'palate"", ""'"", ',', ""'feels"", ""'"", ',', ""'snappy"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""can't-miss"", ""''"", ',', ""'saltiness"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'finish"", ""'"", ',', ""'long"", ""'"", ',', ""'length"", ""'"", ',', ""'short"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", ',', ""'"", ',', ""'raw"", ""'"", ',', ""'feel"", ""'"", ',', ""'"", '.', ""'"", ']']";Gran Reserva;85;22.0;;Michael Schachner;Casa Silva 2008 Gran Reserva Petit Verdot (Colchagua Valley);Petit Verdot;Casa Silva
52;Italy;"['[', ""'The"", ""'"", ',', ""'Monica"", ""'"", ',', ""'grape"", ""'"", ',', ""'often"", ""'"", ',', ""'shows"", ""'"", ',', ""'rustic"", ""'"", ',', ""'raw"", ""'"", ',', ""'quality"", ""'"", ',', ""'"", ',', ""'"", ',', ""'aromas"", ""'"", ',', ""'cherry"", ""'"", ',', ""'cola"", ""'"", ',', ""'"", ',', ""'"", ',', ""'black"", ""'"", ',', ""'pepper"", ""'"", ',', ""'sour"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", '.', ""'"", ',', ""'This"", ""'"", ',', ""'expression"", ""'"", ',', ""'"", ',', ""'"", ',', ""'added"", ""'"", ',', ""'touch"", ""'"", ',', ""'bright"", ""'"", ',', ""'acidity"", ""'"", ',', ""'finish"", ""'"", ',', ""'"", '.', ""'"", ']']";Dolia;85;14.0;Monica di Sardegna;;Cantine di Dolianova 2010 Dolia  (Monica di Sardegna);Monica;Cantine di Dolianova
53;France;"['[', ""'Fruity"", ""'"", ',', ""'lightly"", ""'"", ',', ""'herbaceous"", ""'"", ',', ""'"", ',', ""'"", ',', ""'fine"", ""'"", ',', ""'textured"", ""'"", ',', ""'acidity"", ""'"", ',', ""'along"", ""'"", ',', ""'pink"", ""'"", ',', ""'grapefruit"", ""'"", ',', ""'flavor"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'wine"", ""'"", ',', ""'bright"", ""'"", ',', ""'easy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'months"", ""'"", ',', ""'"", '.', ""'"", ']']";La Fleur d'Amélie;85;15.0;Bordeaux Blanc;Roger Voss;Château de Sours 2011 La Fleur d'Amélie  (Bordeaux Blanc);Bordeaux-style White Blend;Château de Sours
54;Italy;"['[', ""'"", 'A', ""'"", ',', ""'blend"", ""'"", ',', ""'Nero"", ""'"", ',', '``', ""d'Avola"", ""''"", ',', ""'Nerello"", ""'"", ',', ""'Mascalese"", ""'"", ',', ""'"", ',', ""'"", ',', ""'delivers"", ""'"", ',', ""'forest"", ""'"", ',', ""'berry"", ""'"", ',', ""'cola"", ""'"", ',', ""'"", ',', ""'"", ',', ""'blue"", ""'"", ',', ""'flower"", ""'"", ',', ""'dusty"", ""'"", ',', ""'mineral"", ""'"", ',', ""'accents"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'palate"", ""'"", ',', ""'easy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'bright"", ""'"", ',', ""'lean"", ""'"", ',', ""'"", '.', ""'"", ']']";Rosso;85;;Sicilia;;Corvo 2010 Rosso Red (Sicilia);Red Blend;Corvo
55;US;"['[', ""'This"", ""'"", ',', ""'shows"", ""'"", ',', ""'jelly-like"", ""'"", ',', ""'flavors"", ""'"", ',', ""'orange"", ""'"", ',', ""'pear"", ""'"", ',', ""'"", ',', ""'"", ',', ""'earthy"", ""'"", ',', ""'tones"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'mouthfeel"", ""'"", ',', ""'soft"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'bounty"", ""'"", ',', ""'oak"", ""'"", ',', ""'form"", ""'"", ',', ""'buttered"", ""'"", ',', ""'toast"", ""'"", ',', ""'caramel"", ""'"", ',', ""'notes"", ""'"", ',', ""'"", '.', ""'"", ']']";Estate Bottled;85;30.0;Napa Valley;;RustRidge 2010 Estate Bottled Chardonnay (Napa Valley);Chardonnay;RustRidge
56;US;"['[', ""'This"", ""'"", ',', ""'weighty"", ""'"", ',', ""'"", ',', ""'"", ',', ""'creamy"", ""'"", ',', ""'medium"", ""'"", ',', ""'full"", ""'"", ',', ""'body"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'plenty"", ""'"", ',', ""'lime"", ""'"", ',', ""'pear"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", ',', ""'"", ',', ""'plus"", ""'"", ',', ""'slight"", ""'"", ',', ""'brown"", ""'"", ',', ""'sugar"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'notes"", ""'"", ',', ""'"", '.', ""'"", ']']";;85;14.0;North Coast;Virginie Boone;Souverain 2010 Chardonnay (North Coast);Chardonnay;Souverain
57;Italy;"['[', ""'There"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'touch"", ""'"", ',', ""'toasted"", ""'"", ',', ""'almond"", ""'"", ',', ""'start"", ""'"", ',', ""'"", ',', ""'"", ',', ""'Grillo"", ""'"", ',', ""'revs"", ""'"", ',', ""'glass"", ""'"", ',', ""'deliver"", ""'"", ',', ""'notes"", ""'"", ',', ""'citrus"", ""'"", ',', ""'"", ',', ""'"", ',', ""'stone"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", ',', ""'"", ',', ""'crushed"", ""'"", ',', ""'stone"", ""'"", ',', ""'lemon"", ""'"", ',', ""'tart"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'mouthfeel"", ""'"", ',', ""'crisp"", ""'"", ',', ""'simple"", ""'"", ',', ""'"", '.', ""'"", ']']";Sallier de la Tour;85;13.0;Sicilia;;Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia);Grillo;Tasca d'Almerita
58;Chile;"['[', ""'Lightly"", ""'"", ',', ""'herbal"", ""'"", ',', ""'strawberry"", ""'"", ',', ""'raspberry"", ""'"", ',', ""'aromas"", ""'"", ',', ""'authentic"", ""'"", ',', ""'fresh"", ""'"", ',', ""'"", '.', ""'"", ',', ""'On"", ""'"", ',', ""'palate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'light"", ""'"", ',', ""'juicy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'snappy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'lean"", ""'"", ',', ""'flavors"", ""'"", ',', ""'red"", ""'"", ',', ""'fruit"", ""'"", ',', ""'dry"", ""'"", ',', ""'spice"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'finish"", ""'"", ',', ""'dry"", ""'"", ',', ""'oaky"", ""'"", ',', ""'"", '.', ""'"", ']']";Reserve;85;13.0;;Michael Schachner;Tres Palacios 2011 Reserve Pinot Noir (Maipo Valley);Pinot Noir;Tres Palacios
59;US;"['[', ""'Aromas"", ""'"", ',', ""'cranberry"", ""'"", ',', ""'"", ',', ""'"", ',', ""'barrel"", ""'"", ',', ""'spice"", ""'"", ',', ""'herb"", ""'"", ',', ""'followed"", ""'"", ',', ""'tart"", ""'"", ',', ""'cranberry"", ""'"", ',', ""'flavors"", ""'"", ',', ""'grainy"", ""'"", ',', ""'tannins"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'falls"", ""'"", ',', ""'bit"", ""'"", ',', ""'flat"", ""'"", ',', ""'variety"", ""'"", ',', ""'seems"", ""'"", ',', ""'hard"", ""'"", ',', ""'discern"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;55.0;Columbia Valley (WA);Sean P. Sullivan;Mellisoni 2014 Malbec (Columbia Valley (WA));Malbec;Mellisoni
60;US;"['[', ""'Syrupy"", ""'"", ',', ""'dense"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wine"", ""'"", ',', ""'jammy"", ""'"", ',', ""'plum"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'"", ',', ""'"", ',', ""'indeterminate"", ""'"", ',', ""'structure"", ""'"", ',', ""'plenty"", ""'"", ',', ""'oak"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Ripe"", ""'"", ',', ""'full-bodied"", ""'"", ',', ""'"", ',', ""'"", ',', ""'accents"", ""'"", ',', ""'graphite"", ""'"", ',', ""'leather"", ""'"", ',', ""'"", '.', ""'"", ']']";Estate;86;100.0;Napa Valley;Virginie Boone;Okapi 2013 Estate Cabernet Sauvignon (Napa Valley);Cabernet Sauvignon;Okapi
61;Italy;"['[', ""'This"", ""'"", ',', ""'densely"", ""'"", ',', ""'hued"", ""'"", ',', ""'wine"", ""'"", ',', ""'aromas"", ""'"", ',', ""'black"", ""'"", ',', ""'plum"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'carry"", ""'"", ',', ""'simple"", ""'"", ',', ""'palate"", ""'"", ',', ""'along"", ""'"", ',', ""'touch"", ""'"", ',', ""'cedar"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Pliant"", ""'"", ',', ""'tannins"", ""'"", ',', ""'give"", ""'"", ',', ""'easygoing"", ""'"", ',', ""'nature"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'soon"", ""'"", ',', ""'"", '.', ""'"", ']']";Prugneto;86;17.0;Romagna;Kerin O’Keefe;Podere dal Nespoli 2015 Prugneto Sangiovese (Romagna);Sangiovese;Podere dal Nespoli
62;US;"['[', ""'The"", ""'"", ',', ""'aromas"", ""'"", ',', ""'brooding"", ""'"", ',', ""'"", ',', ""'"", ',', ""'notes"", ""'"", ',', ""'barrel"", ""'"", ',', ""'spice"", ""'"", ',', ""'cherry"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'flavors"", ""'"", ',', ""'tart"", ""'"", ',', ""'elegant"", ""'"", ',', ""'style"", ""'"", ',', ""'"", ',', ""'"", ',', ""'lightly"", ""'"", ',', ""'gritty"", ""'"", ',', ""'tannins"", ""'"", ',', ""'backing"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Best"", ""'"", ',', ""'suited"", ""'"", ',', ""'dinner"", ""'"", ',', ""'table"", ""'"", ',', ""'"", '.', ""'"", ']']";Alder Ridge Vineyard;86;25.0;Columbia Valley (WA);Sean P. Sullivan;Ram 2014 Alder Ridge Vineyard Cabernet Franc (Columbia Valley (WA));Cabernet Franc;Ram
63;France;"['[', ""'This"", ""'"", ',', ""'fat"", ""'"", ',', ""'"", ',', ""'"", ',', ""'yeasty"", ""'"", ',', ""'Champagne"", ""'"", ',', ""'comprised"", ""'"", ',', ""'predominantly"", ""'"", ',', ""'Pinot"", ""'"", ',', ""'Noir"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'ripe"", ""'"", ',', ""'red"", ""'"", ',', ""'berry"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", ',', ""'"", ',', ""'light"", ""'"", ',', ""'acidity"", ""'"", ',', ""'soft"", ""'"", ',', ""'"", ',', ""'"", ',', ""'creamy"", ""'"", ',', ""'aftertaste"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'"", '.', ""'"", ']']";Brut Rosé;86;58.0;Champagne;Roger Voss;Roland Champion NV Brut Rosé  (Champagne);Champagne Blend;Roland Champion
64;US;"['[', ""'There"", ""'"", ',', ""'intriguing"", ""'"", ',', ""'touches"", ""'"", ',', ""'nose"", ""'"", ',', ""'bottling"", ""'"", ',', ""'"", ',', ""'"", ',', ""'jasmine"", ""'"", ',', ""'"", ',', ""'"", ',', ""'sea"", ""'"", ',', ""'salt"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wet"", ""'"", ',', ""'hay"", ""'"", ',', ""'"", ',', ""'"", ',', ""'quinine"", ""'"", ',', ""'rainy"", ""'"", ',', ""'sidewalk"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'structure"", ""'"", ',', ""'sip"", ""'"", ',', ""'quite"", ""'"", ',', ""'delicate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'golden"", ""'"", ',', ""'apple"", ""'"", ',', ""'honey"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", '.', ""'"", ']']";Golden Horn;86;26.0;Santa Ynez Valley;Matt Kettmann;Sevtap 2015 Golden Horn Sauvignon Blanc (Santa Ynez Valley);Sauvignon Blanc;Sevtap
65;France;"['[', ""'From"", ""'"", ',', ""'warm"", ""'"", ',', ""'2015"", ""'"", ',', ""'vintage"", ""'"", ',', ""'"", ',', ""'"", ',', ""'soft"", ""'"", ',', ""'fruity"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'open"", ""'"", ',', ""'broad"", ""'"", ',', ""'white"", ""'"", ',', ""'fruit"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", ',', ""'"", ',', ""'acidity"", ""'"", ',', ""'lighter"", ""'"", ',', ""'usual"", ""'"", ',', ""'Chablis"", ""'"", ',', ""'"", ',', ""'"", ',', ""'giving"", ""'"", ',', ""'particularly"", ""'"", ',', ""'ripe"", ""'"", ',', ""'character"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;24.0;Chablis;Roger Voss;Simonnet-Febvre 2015  Chablis;Chardonnay;Simonnet-Febvre
66;France;"['[', ""'This"", ""'"", ',', ""'soft"", ""'"", ',', ""'"", ',', ""'"", ',', ""'rounded"", ""'"", ',', ""'wine"", ""'"", ',', ""'ripe"", ""'"", ',', ""'generous"", ""'"", ',', ""'pear"", ""'"", ',', ""'melon"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'easy"", ""'"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'young"", ""'"", ',', ""'smooth"", ""'"", ',', ""'"", ',', ""'"", ',', ""'attractively"", ""'"", ',', ""'ripe"", ""'"", ',', ""'character"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;15.0;Mâcon-Milly Lamartine;Roger Voss;Vignerons des Terres Secrètes 2015  Mâcon-Milly Lamartine;Chardonnay;Vignerons des Terres Secrètes
67;US;"['[', ""'"", 'A', ""'"", ',', ""'blend"", ""'"", ',', ""'Merlot"", ""'"", ',', ""'Cabernet"", ""'"", ',', ""'Franc"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wine"", ""'"", ',', ""'brings"", ""'"", ',', ""'disjointed"", ""'"", ',', ""'lightly"", ""'"", ',', ""'volatile"", ""'"", ',', ""'aromas"", ""'"", ',', ""'wood"", ""'"", ',', ""'spice"", ""'"", ',', ""'"", ',', ""'"", ',', ""'vanilla"", ""'"", ',', ""'cherry"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'plump"", ""'"", ',', ""'cherry"", ""'"", ',', ""'flavors"", ""'"", ',', ""'rounded"", ""'"", ',', ""'woody"", ""'"", ',', ""'barrel"", ""'"", ',', ""'notes"", ""'"", ',', ""'"", '.', ""'"", ']']";Inspired;86;46.0;Columbia Valley (WA);Sean P. Sullivan;Basel Cellars 2013 Inspired Red (Columbia Valley (WA));Bordeaux-style Red Blend;Basel Cellars
68;US;"['[', ""'Very"", ""'"", ',', ""'deep"", ""'"", ',', ""'color"", ""'"", ',', ""'spicy-smoky"", ""'"", ',', ""'flavor"", ""'"", ',', ""'"", ',', ""'"", ',', ""'full-bodied"", ""'"", ',', ""'wine"", ""'"", ',', ""'packed"", ""'"", ',', ""'dark-fruit"", ""'"", ',', ""'flavors"", ""'"", ',', ""'like"", ""'"", ',', ""'blackberry"", ""'"", ',', ""'blueberry"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Aromas"", ""'"", ',', ""'like"", ""'"", ',', ""'grilled"", ""'"", ',', ""'beef"", ""'"", ',', ""'spicy"", ""'"", ',', ""'flavors"", ""'"", ',', ""'like"", ""'"", ',', ""'cardamom"", ""'"", ',', ""'smoke"", ""'"", ',', ""'give"", ""'"", ',', ""'bold"", ""'"", ',', ""'character"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'hard"", ""'"", ',', ""'deny"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;12.0;California;Jim Gordon;Cocobon 2014 Red (California);Red Blend;Cocobon
69;France;"['[', ""'This"", ""'"", ',', ""'cooperative"", ""'"", ',', ""'"", ',', ""'"", ',', ""'based"", ""'"", ',', ""'Aÿ"", ""'"", ',', ""'"", ',', ""'"", ',', ""'benefited"", ""'"", ',', ""'fine"", ""'"", ',', ""'Pinot"", ""'"", ',', ""'Noir"", ""'"", ',', ""'village"", ""'"", ',', ""'produce"", ""'"", ',', ""'ripe"", ""'"", ',', ""'red"", ""'"", ',', ""'fruited"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'With"", ""'"", ',', ""'balanced"", ""'"", ',', ""'acidity"", ""'"", ',', ""'soft"", ""'"", ',', ""'aftertaste"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'"", '.', ""'"", ']']";Brut Rosé;86;55.0;Champagne;Roger Voss;Collet NV Brut Rosé  (Champagne);Champagne Blend;Collet
70;US;"['[', ""'Aromas"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'"", ',', ""'"", ',', ""'char"", ""'"", ',', ""'toast"", ""'"", ',', ""'lead"", ""'"", ',', ""'light"", ""'"", ',', ""'creamy"", ""'"", ',', ""'stone"", ""'"", ',', ""'fruit"", ""'"", ',', ""'canned-corn"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'provides"", ""'"", ',', ""'appeal"", ""'"", ',', ""'oak"", ""'"", ',', ""'seems"", ""'"", ',', ""'overweighted"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;12.0;Columbia Valley (WA);Sean P. Sullivan;Drumheller 2014 Chardonnay (Columbia Valley (WA));Chardonnay;Drumheller
71;US;"['[', ""'Big"", ""'"", ',', ""'oak"", ""'"", ',', ""'defines"", ""'"", ',', ""'robustly"", ""'"", ',', ""'dense"", ""'"", ',', ""'extracted"", ""'"", ',', ""'red"", ""'"", ',', ""'"", ',', ""'"", ',', ""'swimming"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'cherry"", ""'"", ',', ""'flavor"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Full-bodied"", ""'"", ',', ""'gravelly"", ""'"", ',', ""'texture"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""'s"", ""''"", ',', ""'rustically"", ""'"", ',', ""'pleasant"", ""'"", ',', ""'wine"", ""'"", ',', ""'pizza"", ""'"", ',', ""'nights"", ""'"", ',', ""'crowds"", ""'"", ',', ""'"", '.', ""'"", ']']";Old Vine;86;40.0;Alexander Valley;Virginie Boone;Eco Terreno 2013 Old Vine Cabernet Sauvignon (Alexander Valley);Cabernet Sauvignon;Eco Terreno
72;Italy;"['[', ""'Aromas"", ""'"", ',', ""'black-skinned"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", ',', ""'"", ',', ""'leather"", ""'"", ',', ""'"", ',', ""'"", ',', ""'underbrush"", ""'"", ',', ""'"", ',', ""'"", ',', ""'game"", ""'"", ',', ""'briny"", ""'"", ',', ""'note"", ""'"", ',', ""'carry"", ""'"", ',', ""'lean"", ""'"", ',', ""'"", ',', ""'"", ',', ""'somewhat"", ""'"", ',', ""'disjointed"", ""'"", ',', ""'palate"", ""'"", ',', ""'along"", ""'"", ',', ""'suggestions"", ""'"", ',', ""'licorice"", ""'"", ',', ""'raw"", ""'"", ',', ""'red"", ""'"", ',', ""'cherry"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Grainy"", ""'"", ',', ""'tannins"", ""'"", ',', ""'leave"", ""'"", ',', ""'drying"", ""'"", ',', ""'finish"", ""'"", ',', ""'"", '.', ""'"", ']']";Daginestra;86;32.0;Aglianico del Vulture;Kerin O’Keefe;Grifalco 2013 Daginestra  (Aglianico del Vulture);Aglianico;Grifalco
73;US;"['[', ""'Juicy"", ""'"", ',', ""'plum"", ""'"", ',', ""'"", ',', ""'"", ',', ""'raspberry"", ""'"", ',', ""'pencil"", ""'"", ',', ""'lead"", ""'"", ',', ""'lead"", ""'"", ',', ""'way"", ""'"", ',', ""'vineyard"", ""'"", ',', ""'designate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'site"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", '2,000', ""'"", ',', ""'feet"", ""'"", ',', ""'high"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Tobacco"", ""'"", ',', ""'cedar"", ""'"", ',', ""'meet"", ""'"", ',', ""'full-bodied"", ""'"", ',', ""'hit"", ""'"", ',', ""'oak"", ""'"", ',', ""'puckering"", ""'"", ',', ""'tannin"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wine"", ""'"", ',', ""'still"", ""'"", ',', ""'youthfully"", ""'"", ',', ""'wrapped"", ""'"", ',', ""'full-bodied"", ""'"", ',', ""'boldness"", ""'"", ',', ""'"", '.', ""'"", ']']";Bella Vetta Vineyard;86;75.0;Howell Mountain;Virginie Boone;Hindsight 2013 Bella Vetta Vineyard Cabernet Sauvignon (Howell Mountain);Cabernet Sauvignon;Hindsight
74;US;"['[', ""'This"", ""'"", ',', ""'producer"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'first"", ""'"", ',', ""'release"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Fruity"", ""'"", ',', ""'aromas"", ""'"", ',', ""'plum"", ""'"", ',', ""'tart"", ""'"", ',', ""'cranberry"", ""'"", ',', ""'add"", ""'"", ',', ""'overall"", ""'"", ',', ""'sense"", ""'"", ',', ""'lightness"", ""'"", ',', ""'understatement"", ""'"", ',', ""'"", '.', ""'"", ']']";Estate Grown;86;55.0;Calistoga;Virginie Boone;Hindsight 2012 Estate Grown Petite Sirah (Calistoga);Petite Sirah;Hindsight
75;US;"['[', ""'This"", ""'"", ',', ""'made"", ""'"", ',', ""'equal"", ""'"", ',', ""'parts"", ""'"", ',', ""'Cabernet"", ""'"", ',', ""'Franc"", ""'"", ',', ""'Merlot"", ""'"", ',', ""'"", ',', ""'"", ',', ""'small"", ""'"", ',', ""'additions"", ""'"", ',', ""'Malbec"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Juicy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'reveals"", ""'"", ',', ""'raisiny"", ""'"", ',', ""'quality"", ""'"", ',', ""'ripeness"", ""'"", ',', ""'around"", ""'"", ',', ""'integrated"", ""'"", ',', ""'oak"", ""'"", ',', ""'generous"", ""'"", ',', ""'tannin"", ""'"", ',', ""'"", '.', ""'"", ']']";The Cypher;86;75.0;Napa Valley;Virginie Boone;Mulvane Wine Co. 2013 The Cypher Red (Napa Valley);Bordeaux-style Red Blend;Mulvane Wine Co.
